id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,status,active,secondNationality,secondNationalityId,weight,knownName
8j0z9a7uit79ntr8d1xcc8wyd,Thomas,Thomasberg,Thomas,Thomasberg,T. Thomasberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1974-10-15,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
8mn8apr6n7t7s6lx4d4vvdnca,Victor,Bak Jensen,Victor,Bak Jensen,V. Bak Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-10-03,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,left,55.0,active,yes,NaN,NaN,NaN,NaN
8rtqlort1o8uaf4lmceasuwnp,Sverrir Ingi,Ingason,Sverrir,Ingason,S. Ingason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1993-08-05,Kópavogur,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,188.0,right,15.0,active,yes,NaN,NaN,84.0,NaN
8yfw9f74h0yfz51bkxxc8p39x,Eric Joel,Andersson,Joel,Andersson,J. Andersson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1996-11-11,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,right,6.0,active,yes,NaN,NaN,68.0,NaN
9gqkipskjufun4gn3gcuz57mx,Sory,Kaba,Sory,Kaba,S. Kaba,Guinea,4i9sg55wigitrfx7290f59ceo,Attacker,player,1995-07-28,Conakry,Guinea,4i9sg55wigitrfx7290f59ceo,191.0,right,9.0,active,no,NaN,NaN,80.0,NaN
9km5yidmp0mbjrqqxlapdztre,Armin,Gigović,Armin,Gigovic,A. Gigović,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2002-04-06,Lund,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,37.0,active,yes,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,78.0,NaN
a87w6l9zsbahdi4knm1347zs9,Mads,Bech Sørensen,Mads,Bech,M. Bech,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1999-01-07,Horsens,Denmark,5adf60vwiw2f2mibyq1k4ex7i,189.0,left,22.0,active,yes,NaN,NaN,92.0,NaN
ajhd3cqclubmexhscpd4w4ez9,Paulo Victor,da Silva,Paulo Victor,da Silva,Paulinho,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,1995-01-03,São Paulo,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,178.0,left,29.0,active,yes,NaN,NaN,71.0,Paulinho
arhoud4vfjvmjaf2pkbm6s48a,Emiliano,Martínez Toranza,Emiliano,Martínez,E. Martínez,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,Midfielder,player,1999-08-17,Punta del Este,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,184.0,right,5.0,active,yes,NaN,NaN,64.0,NaN
bcscjb9jdgu4ims9n3vwuj5k9,Edward,Chilufya Jr.,Edward,Chilufya,E. Chilufya,Zambia,2dlu3zrfid7nl6ppmb04hjgot,Attacker,player,1999-09-17,Kasama,Zambia,2dlu3zrfid7nl6ppmb04hjgot,171.0,right,18.0,active,no,NaN,NaN,65.0,NaN
bidudbkachfl6126lhlr254wk,Adam,Gabriel,Adam,Gabriel,A. Gabriel,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2001-05-28,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,190.0,right,13.0,active,yes,NaN,NaN,84.0,NaN
e37wg59rz3hhswzns5mse0acq,Jacob,Friis,Jacob,Friis,J. Friis,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1976-12-11,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
c20x3m0dybfk4qdfh9rugkbu1,Charles,Rigon Matos,Charles,Rigon Matos,Charles,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,1996-06-19,Santiago,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,187.0,right,35.0,active,yes,NaN,NaN,81.0,Charles
c3sp1x0shf2b24rl5ike6v0iy,Han-Beom,Lee,Han-Beom,Lee,Lee Han-Beom,Korea Republic,4vzpxtqkiwx0puygnmayr74di,Defender,player,2002-06-17,Daegu,Korea Republic,4vzpxtqkiwx0puygnmayr74di,190.0,right,3.0,active,yes,NaN,NaN,84.0,Lee Han-Beom
cqvz8feuvvnmy6vvcsxokjhsl,Niels,Lodberg,Niels,Lodberg,N. Lodberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,1980-10-14,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,189.0,NaN,NaN,active,yes,NaN,NaN,82.0,NaN
dgcbjg2ymgi70yv1n8ugkv02c,Adam,Nygaard Andersen,Adam,Andersen,A. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-08-23,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,right,NaN,active,no,NaN,NaN,NaN,NaN
dhz1y5vtlo24r5s99p3tywu1g,Stanley Chimeremeze,Iheanacho,Stanley,Iheanacho,S. Iheanacho,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2005-05-18,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,right,NaN,active,yes,NaN,NaN,NaN,NaN
djlyi0ad4x1p0k4thn8n0axw4,Darío Esteban,Osorio Osorio,Darío,Osorio,D. Osorio,Chile,32tb8d7824xg4i0ybxzssczu0,Attacker,player,2004-01-24,Hijuelas,Chile,32tb8d7824xg4i0ybxzssczu0,182.0,left,11.0,active,yes,NaN,NaN,72.0,NaN
dk9nlp77b6q38p751f8w3o8np,Oscar Thore,Hedvall,Oscar,Hedvall,O. Hedvall,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1998-08-09,Silkeborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,195.0,left,90.0,active,yes,NaN,NaN,86.0,NaN
drlp4xtkta08jiu0px6m4ocq2,Oliver,Sørensen Jensen,Oliver,Sørensen,O. Sørensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-03-10,Nørre Aaby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,left,24.0,active,yes,NaN,NaN,78.0,NaN
dumcbdh3xsmw24l8egeila85x,Martin,Fraisl,Martin,Fraisl,M. Fraisl,Austria,hcs1bd49qliqqity6o268jyt,Goalkeeper,player,1993-05-10,Wolfsbach,Austria,hcs1bd49qliqqity6o268jyt,187.0,right,50.0,active,yes,NaN,NaN,79.0,NaN
e64kcio0848bpw39eedbjyd5g,Mikel Johan,Gogorza Krüger-Johnsen,Mikel,Krüger-Johnsen,M. Krüger-Johnsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-09-27,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,right,NaN,active,yes,France,7gww28djs405rfga69smki84o,NaN,NaN
e6p5i2ujvk0t9mo0h2gvrlka1,Ola,Brynhildsen,Ola,Brynhildsen,O. Brynhildsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1999-04-27,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,175.0,right,9.0,active,yes,NaN,NaN,70.0,NaN
e73sexp7kse0wlykdi7xcbg2c,Valdemar,Byskov Andreasen,Valdemar,Byskov,V. Byskov,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-01-25,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,170.0,both,20.0,active,yes,NaN,NaN,NaN,NaN
e9lrzsiy94y46h62rnawi3sgl,Henrik,Dalsgaard,Henrik,Dalsgaard,H. Dalsgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1989-07-27,Viborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,192.0,right,14.0,active,yes,NaN,NaN,81.0,NaN
engzpu5urt7pktidbm7alfris,Christian Peter,Bøje Jørgensen,Christian,Jørgensen,C. Jørgensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-01-25,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
ou0gnms7vf5ff66o508nowoa,Gue-Sung,Cho,Gue-Sung,Cho,Cho Gue-Sung,Korea Republic,4vzpxtqkiwx0puygnmayr74di,Attacker,player,1998-01-25,Ansan,Korea Republic,4vzpxtqkiwx0puygnmayr74di,189.0,right,10.0,active,yes,NaN,NaN,82.0,Cho Gue-Sung
qer4hblafo04av0aajfecclx,Iver Tobias,Rørvik Fossum,Iver,Fossum,I. Fossum,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1996-07-15,Drammen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,180.0,right,25.0,active,no,NaN,NaN,73.0,NaN
179f3j88wnmze82aicikkez9,Erik,Marxen,Erik,Marxen,E. Marxen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1990-12-02,Middelfart,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,left,15.0,active,yes,NaN,NaN,80.0,NaN
1cad4bkf8h0mx6mfdm86g9d2i,Mohammed Baba,Diomandé,Mohamed,Diomande,M. Diomandé,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2001-10-30,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,175.0,left,10.0,active,no,Côte d'Ivoire,tin6kf561ywonqan0mettr98,75.0,NaN
2rvx2wlfj2rxzcgye6wiw0v84,Lucas,Høgsberg,Lucas,Høgsberg,L. Høgsberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-06-23,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,right,24.0,active,yes,NaN,NaN,69.0,NaN
3l3v5wj4c7vtqqwu05b526590,Jonas,Jensen-Abbew,Jonas,Jensen-Abbew,J. Jensen-Abbew,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-04-20,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,189.0,left,30.0,active,no,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN
3nok8qxxj2zl831wgvc7abxuc,Conrad,Harder Weibel Schandorf,Conrad,Harder,C. Harder,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-04-07,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,left,40.0,active,yes,NaN,NaN,71.0,NaN
3nto7ft0b2a47lqd7ethkkrxm,Oliver,Antman,Oliver,Antman,O. Antman,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2001-08-15,Vantaa,Finland,2u07e54v5dprsugdvddpq5ync,185.0,right,22.0,active,yes,NaN,NaN,75.0,NaN
3r9qvhedhr1o6zm6c5l4alkpg,Ibrahim,Osman,Ibrahim,Osman,I. Osman,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2004-11-29,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,177.0,right,14.0,active,yes,NaN,NaN,64.0,NaN
49wkw0wkn4ta18b6657vjvglx,Andreas,Hansen,Andreas,Hansen,A. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1995-08-11,Brøndbyøster,Denmark,5adf60vwiw2f2mibyq1k4ex7i,186.0,right,13.0,active,yes,NaN,NaN,73.0,Andreas Hansen
4cubrfqgrc5ivbd6fdj3k3zf8,Maho,Yepie Dorgeles Guy-Mario Bocha,Mario,Dorgeles,M. Dorgeles,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,2004-08-07,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,177.0,left,29.0,active,yes,NaN,NaN,67.0,NaN
4rgz5z372h6sbwhpxl69cb6c5,Marcus,Højriis Ingvartsen,Marcus,Ingvartsen,M. Ingvartsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1996-01-04,Farum,Denmark,5adf60vwiw2f2mibyq1k4ex7i,186.0,left,7.0,active,yes,NaN,NaN,79.0,NaN
55gunqozsj8gs6oua7ee5xxhx,Kian,Hansen,Kian,Hansen,K. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1989-03-03,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,right,4.0,active,yes,NaN,NaN,73.0,Kian Hansen
5uqf7a0y0fd1hf2rrmgx11tuy,Erik Benjamin,Nygren,Benjamin,Nygren,B. Nygren,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2001-07-08,Gothenburg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,186.0,left,9.0,active,yes,NaN,NaN,76.0,NaN
6rd6a2f1k124dzp1p904yq3h0,Batuhan Zidan,Sertdemir,Zidan,Sertdemir,Z. Sertdemir,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-02-04,Ishøj,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,left,21.0,active,yes,Türkiye,6kd6webenogylfgwt2aa9l6vx,71.0,NaN
75n60pzg0y5agf5nzo3sd3cvd,Martin,Sønder Frese,Martin,Frese,M. Frese,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1998-01-04,Rødovre,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,left,5.0,active,yes,NaN,NaN,75.0,NaN
76k8ic97o66kaq2e52bmp27ai,Mads Kristian,Hansen,Mads,Hansen,M. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2002-07-28,Ikast,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,left,11.0,active,yes,NaN,NaN,70.0,Mads Hansen
7a1vtc0e7ubua2t0dwx9ufk7o,Sindre,Walle Egeli,Sindre,Egeli,S. Egeli,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2006-06-21,Larvik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,180.0,left,43.0,active,yes,NaN,NaN,NaN,NaN
80i3boeh7f1ghu4ka7r66izje,Christian Theodor,Kjelder Rasmussen,Christian,Rasmussen,C. Rasmussen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-01-19,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,left,17.0,active,yes,NaN,NaN,75.0,NaN
8fq9611ox5xduf5mhiq2rwums,Casper Friis,Røjkjær,Casper,Röjkjaer,C. Røjkjær,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,1992-01-01,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
9gr9rdahnavv0irjauh5xim8k,Magnus,Munck Bjørnholm,Magnus,Munck,M. Munck,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-01-05,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,173.0,right,47.0,active,yes,NaN,NaN,65.0,NaN
9qebp1745dtdjh5kg5n4wfq7e,Rocco Angelo,Ascone,Rocco,Ascone,R. Ascone,France,7gww28djs405rfga69smki84o,Midfielder,player,2003-09-12,NaN,France,7gww28djs405rfga69smki84o,180.0,left,12.0,active,yes,Italy,25f2cmb2r8mk5rj92tzer6kvv,67.0,NaN
a2cehkxue1tit6hyc6qykmlii,Andreas,Gülstorff Pedersen,Andreas,Gülstorff,A. Gülstorff,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2003-01-26,Farum,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,right,31.0,active,yes,NaN,NaN,73.0,NaN
ail0unvzd0b9ur7j0l8hk0y51,Robbin,Ruiter,Robbin,Ruiter,R. Ruiter,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1987-03-25,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,196.0,right,87.0,active,no,NaN,NaN,78.0,NaN
alic8z5h7h9qlr1p4ujvc3ris,Adamo,Nagalo,Adamo,Nagalo,A. Nagalo,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Defender,player,2002-09-22,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,185.0,right,39.0,active,yes,Côte d'Ivoire,tin6kf561ywonqan0mettr98,75.0,NaN
apspqh3shqfwobvh35x60q5g4,Noah,Hesselund Markmann,Noah,Markmann,N. Markmann,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2007-02-24,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
bgviotid6bht0k2452r5gehw4,Araphat,Mohammed,Araphat,Mohammed,A. Mohammed,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2005-11-06,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,left,20.0,active,yes,NaN,NaN,NaN,NaN
bxx5rebv553opcpvc2x70g6sq,Oliver Marc,Rose-Villadsen,Oliver,Rose-Villadsen,O. Villadsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-11-16,Sønderborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,173.0,right,23.0,active,yes,NaN,NaN,70.0,NaN
c3okou4sh3r5i7mei6lpjks4q,Ben Mikael,Engdahl,Ben,Engdahl,B. Engdahl,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2003-09-17,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,179.0,right,2.0,active,no,NaN,NaN,69.0,NaN
c9e54hwefvwos94ri459uylbe,Daniel Jonathan,Svensson,Daniel,Svensson,D. Svensson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2002-02-12,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,left,27.0,active,yes,NaN,NaN,72.0,NaN
cfirf257zwb4wek2olz502zv8,Emmanuel,Ogura,Emmanuel,Ogura,E. Ogura,Ghana,2q2sw72utw5gu9t5y4knckwba,Goalkeeper,player,2002-05-13,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,182.0,right,NaN,active,no,NaN,NaN,75.0,NaN
cgaosi8nwcq3jyfi67iihahyi,Hektor,Højbjerre-Thomsen,Hektor,Højbjerre-Thomsen,H. Højbjerre-Thomsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-02-04,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,right,34.0,active,yes,NaN,NaN,NaN,NaN
d85h1t14o7agqal849ca7fehg,Enock Kofi,Otoo,Enock,Otoo,E. Otoo,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2004-06-28,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,33.0,active,no,NaN,NaN,NaN,NaN
day3njm5hkudffvdvccpopbyt,Carljohan Daniel Viktor,Eriksson,Carljohan,Eriksson,C. Eriksson,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,1995-04-25,Helsinki,Finland,2u07e54v5dprsugdvddpq5ync,191.0,right,25.0,active,yes,NaN,NaN,83.0,NaN
ddsv1cx4vopu1xis5xwkx2qz8,Lucas,Boel Hey,Lucas,Hey,L. Hey,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-04-13,Dragør,Denmark,5adf60vwiw2f2mibyq1k4ex7i,189.0,right,19.0,active,yes,NaN,NaN,80.0,NaN
di0z3rihhkz11o1ccqo2b654a,Leo,Walta,Leo,Walta,L. Walta,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2003-06-24,Vantaa,Finland,2u07e54v5dprsugdvddpq5ync,178.0,right,NaN,active,no,NaN,NaN,NaN,NaN
dom2gtnelp3yqgtnchnli0ftg,Ernest,Nuamah Appiah Kusi,Ernest,Nuamah,E. Nuamah,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2003-11-01,Kumasi,Ghana,2q2sw72utw5gu9t5y4knckwba,178.0,left,37.0,active,no,NaN,NaN,71.0,NaN
dxjb3lzx9qudbom1zbgyupt78,Kaare,Brøckner Barslund,Kaare,Barslund,K. Barslund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-03-23,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,right,42.0,active,no,NaN,NaN,70.0,NaN
dyx4zn6i6whrzn2ubdo1s5atw,Lucas,Lykkegaard,Lucas,Lykkegaard,L. Lykkegaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-04-05,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,right,35.0,active,no,NaN,NaN,NaN,NaN
e07zv7ag985v8lq9sebfi27l5,Milan,Iloski,Milan,Iloski,M. Iloski,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1999-07-29,Escondido,USA,7hr2f89v44y65dyu9k92vprwn,180.0,right,32.0,active,yes,North Macedonia,1lesyxylc5eza0a4z87t9azcc,79.0,NaN
etfoa7t308eq1xdmo9m2gfcgl,Jeppe,Theis Tverskov,Jeppe,Tverskov,J. Tverskov,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1993-03-12,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,6.0,active,yes,NaN,NaN,84.0,NaN
ezsc3d78wfh2bie7xvedpiec4,Johannes,Hoff Thorup,Johannes,Thorup,J. Thorup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1989-09-19,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
f4p22zbcs9l5dwhvqg6wstmcq,Andreas,Rædergård Schjelderup,Andreas,Schjelderup,A. Schjelderup,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-06-01,Bodø,Norway,7f16iy4w8u8ogyn6pfooqwv5z,176.0,right,8.0,active,yes,NaN,NaN,73.0,NaN
ykp13dluyk1dwzunv5qj2yhg,Lasso,Coulibaly,Lasso,Coulibaly,L. Coulibaly,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,2002-10-19,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,186.0,right,28.0,active,no,NaN,NaN,70.0,NaN
1cumsropo1r0msfzxxteml1w,Jeffrey Papayaw,Adjei-Broni,Jeffrey,Adjei-Broni,J. Adjei-Broni,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-04-15,Rødovre,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,left,16.0,active,yes,NaN,NaN,NaN,NaN
21i8eq6dgpzydeyrame6xp05w,Mathias,Andreasen,Mathias,Andreasen,M. Andreasen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-10-08,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,right,27.0,active,yes,NaN,NaN,NaN,NaN
295tyo3ownixcruaw7bmq00k5,Marco,Harboe Ramkilde,Marco,Ramkilde,M. Ramkilde,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1998-05-09,Aalborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,right,19.0,active,yes,NaN,NaN,75.0,NaN
37rzipex1y0nhv8o2dr7h2bys,Benjamin,Martens Meibom,Benjamin,Meibom,B. Meibom,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-02-02,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,186.0,left,31.0,active,yes,NaN,NaN,NaN,NaN
3ejggtt1du1cui3wc1f8oqx62,Lirim,Qamili,Lirim,Qamili,L. Qamili,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Attacker,player,1998-06-04,Glostrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,left,7.0,active,yes,Albania,17zsm8shejejls2on1ffil3op,74.0,NaN
3pk6hii2s8tbv2zux8mvbapec,Nicolaj,Jungvig,Nicolaj,Jungvig,N. Jungvig,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-12-02,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,28.0,active,yes,NaN,NaN,NaN,NaN
43m33adgmas68tl6m34gkuzth,Tobias,Bendix Thomsen,Tobias,Thomsen,T. Thomsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1992-10-19,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,right,9.0,active,yes,NaN,NaN,81.0,NaN
451liwl34giar3r8y7b295w16,Marcus,Lindberg,Marcus,Lindberg,M. Lindberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-06-27,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,NaN,11.0,active,no,NaN,NaN,NaN,NaN
45dqseup0cmujyl4nprr29y0a,Magnus,Fredslund,Magnus,Fredslund,M. Fredslund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1992-07-26,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,30.0,active,yes,NaN,NaN,83.0,NaN
4n0krk7oy66clzb1rhztp07v9,Nicolai,Kornum Geertsen,Nicolai,Geertsen,N. Geertsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1991-06-19,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,NaN,NaN,active,no,NaN,NaN,79.0,NaN
4oxf446ya7jwulq6hxlp8r36d,Jonas,Skjøtt Gemmer,Jonas,Gemmer,J. Gemmer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1996-01-31,Hvidovre,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,right,6.0,active,yes,NaN,NaN,76.0,NaN
4qz1pnlx3d0m5wkhpocl0euj8,Anders,Ravn Olsen,Anders,Ravn,A. Ravn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2005-04-02,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,29.0,active,yes,NaN,NaN,NaN,NaN
5e5fuj7mbkpvf0bug32ixxc5x,Simon,Makienok Christoffersen,Simon,Makienok,S. Makienok,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1990-11-21,Næstved,Denmark,5adf60vwiw2f2mibyq1k4ex7i,201.0,right,24.0,active,yes,NaN,NaN,94.0,NaN
615e0bjcd0tyge047sy43y5sl,Martin,Spelmann,Martin,Spelmann,M. Spelmann,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1987-03-21,Hvidovre,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,right,10.0,active,yes,NaN,NaN,72.0,NaN
630daj1ef34rczbhng0eoncvd,Malte,Kiilerich Hansen,Malte,Kiilerich,M. Kiilerich,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-10-16,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,right,25.0,active,yes,NaN,NaN,82.0,NaN
